qId,subQuesId,label,code,variableId,order
Q20x2,Q20x2_4,Distribution and metering,4,,
Q20x2,Q20x2_5,Marketing and retail,5,,
Q20x2,Q20x2_6,Regulatory compliance,6,,
Q20x2,Q20x2_7,Supply chain,7,,
Q20x2,Q20x2_8,Customer engagement,8,,
Q20x2,Q20x2_9,Corporate F&A,9,,
Q20x2,Q20x2_10,Sourcing and procurement ,10,,
Q20x2,Q20x2_11,Human resources,11,,
Q20x2,Q20x2_12,Payroll,12,,
Q20x2,Q20x2_13,IT infrastructure,13,,
Q20x2,Q20x2_14,Application development and maintenance ,14,,
Q20x2,Q20x2_15,Environmental sustainability,15,,
Q20x3,Q20x3_1,Retail banking,1,,
Q20x3,Q20x3_2,Cards,2,,
Q20x3,Q20x3_3,Mortgage and lending,3,,
Q20x3,Q20x3_4,Commercial banking,4,,
Q20x3,Q20x3_5,Capital markets,5,,
Q20x3,Q20x3_6,Regulatory compliance,6,,
Q20x3,Q20x3_7,Customer engagement,7,,
Q20x3,Q20x3_8,Corporate F&A,8,,
Q20x3,Q20x3_9,Sourcing and procurement,9,,
Q20x3,Q20x3_10,Human resources,10,,
Q20x3,Q20x3_11,Payroll,11,,
Q20x3,Q20x3_12,IT infrastructure,12,,
Q20x3,Q20x3_13,Application development and maintenance,13,,
Q20x3,Q20x3_14,Environmental sustainability,14,,
Q20x4,Q20x4_1,Actuarial and new product development,1,,
Q20x4,Q20x4_2,New business,2,,
Q20x4,Q20x4_3,Distribution channel management,3,,
Q20x4,Q20x4_4,Policy servicing,4,,
Q20x4,Q20x4_5,Claims administration,5,,
Q20x4,Q20x4_6,Regulatory compliance,6,,
Q20x4,Q20x4_7,Customer engagement,7,,
Q20x4,Q20x4_8,Corporate F&A,8,,
Q20x4,Q20x4_9,Sourcing and procurement,9,,
Q20x4,Q20x4_10,Human resources,10,,
Q20x4,Q20x4_11,Payroll,11,,
Q20x4,Q20x4_12,IT infrastructure,12,,
Q20x4,Q20x4_13,Application development and maintenance,13,,
Q20x4,Q20x4_14,Environmental sustainability,14,,
Q20x5,Q20x5_1,Claims administration,1,,
Q20x5,Q20x5_2,Member management,2,,
Q20x5,Q20x5_3,Provider management,3,,
Q20x5,Q20x5_4,Health and care management ,4,,
Q20x5,Q20x5_5,Health intelligence,5,,
Q20x5,Q20x5_6,Regulatory compliance,6,,
Q20x5,Q20x5_7,Supply chain,7,,
Q20x5,Q20x5_8,Customer engagement,8,,
Q20x5,Q20x5_9,Corporate F&A,9,,
Q20x5,Q20x5_10,Sourcing and procurement,10,,
Q20x5,Q20x5_11,Human resources,11,,
Q20x5,Q20x5_12,Payroll,12,,
Q20x5,Q20x5_13,IT infrastructure,13,,
Q20x5,Q20x5_14,Application development and maintenance ,14,,
Q20x5,Q20x5_15,Environmental sustainability,15,,
Q20x6,Q20x6_1,Research and development,1,,
Q20x6,Q20x6_2,Regulatory,2,,
Q20x6,Q20x6_3,Pharmacovigilance,3,,
Q20x6,Q20x6_4,Supply chain,4,,
Q20x6,Q20x6_5,Sales and marketing,5,,
Q20x6,Q20x6_6,Corporate F&A,6,,
Q20x6,Q20x6_7,Sourcing and procurement,7,,
Q20x6,Q20x6_8,Human resources,8,,
Q20x6,Q20x6_9,Payroll,9,,
Q20x6,Q20x6_10,IT infrastructure,10,,
Q20x6,Q20x6_11,Application development and maintenance ,11,,
Q20x6,Q20x6_12,Environmental sustainability,12,,
Q20x7,Q20x7_1,Reservations,1,,
Q20x7,Q20x7_2,Loyalty program management,2,,
Q20x7,Q20x7_3,Frequent flier helpdesk,3,,
Q20x7,Q20x7_4,Guest relations,4,,
Q20x7,Q20x7_5,Order taking and processing (logistics),5,,
Q20x7,Q20x7_6,Fleet and crew management,6,,
Q20x7,Q20x7_7,Operations and fleet administration,7,   ,
Q20x7,Q20x7_8,Irregular operations management,8,,
Q20x7,Q20x7_9,Airline operations,9,,
Q20x7,Q20x7_10,Passenger and cargo revenue accounting,10,,
Q20x7,Q20x7_11,Refund claims processing,11,,
Q20x7,Q20x7_12,Fare audit,12,,
Q20x7,Q20x7_13,Demand forecasting for occupancy (hospitality),13,,
Q20x7,Q20x7_14,Inventory management (logistics),14,,
Q20x7,Q20x7_15,RCM for revenue leakage (logistics),15,,
Q20x7,Q20x7_16,Warehouse and transportation management (logistics) ,16,,
Q20x7,Q20x7_17,Customer engagement,17,,
Q20x7,Q20x7_18,Corporate F&A,18,,
Q20x7,Q20x7_19,Sourcing and procurement,19,,
Q20x7,Q20x7_20,Human resources,20,,
Q20x7,Q20x7_21,Payroll,21,,
Q20x7,Q20x7_22,IT infrastructure,22,,
Q20x7,Q20x7_23,Application development and maintenance ,23,,
Q20x7,Q20x7_24,Environmental sustainability,24,,
Q20x8,Q20x8_1,Network services,1,,
Q20x8,Q20x8_2,Fulfillment,2,,
Q20x8,Q20x8_3,Maintenance and support ,3,,
Q20x8,Q20x8_4,Billing and payments,4,,
Q20x8,Q20x8_5,Customer engagement,5,,
Q20x8,Q20x8_6,Corporate F&A,6,,
Q20x8,Q20x8_7,Sourcing and procurement,7,,
Q20x8,Q20x8_8,Human resources,8,,
Q20x8,Q20x8_9,Payroll,9,,
Q20x8,Q20x8_10,IT infrastructure,10,,
Q20x8,Q20x8_11,Application development and maintenance ,11,,
Q20x8,Q20x8_12,Environmental sustainability,12,,
Q20x9,Q20x9_1,Sales and marketing,1,,
Q20x9,Q20x9_2,As-a-Service business enablement,2,,
Q20x9,Q20x9_3,Digital content operations,3,,
Q20x9,Q20x9_4,Third-party engagement,4,,
Q20x9,Q20x9_5,Research and development,5,,
Q20x9,Q20x9_6,Supply chain,6,,
Q20x9,Q20x9_7,Customer engagement,7,,
Q20x9,Q20x9_8,Corporate F&A,8,,
Q20x9,Q20x9_9,Sourcing and procurement,9,,
Q20x9,Q20x9_10,Human resources,10,,
Q20x9,Q20x9_11,Payroll,11,,
Q20x9,Q20x9_12,IT infrastructure,12,,
Q20x9,Q20x9_13,Application development and maintenance ,13,,
Q20x9,Q20x9_14,Environmental sustainability ,14,,
Q20x10,Q20x10_1,Online and mobile operations,1,,
Q20x10,Q20x10_2,Brick-and-mortar operations,2,,
Q20x10,Q20x10_3,Merchandising and replenishment,3,,
Q20x10,Q20x10_4,Supply chain,4,,
Q20x10,Q20x10_5,Sales and marketing,5,,
Q20x10,Q20x10_6,Customer engagement,6,,
Q20x10,Q20x10_7,Corporate F&A,7,,
Q20x10,Q20x10_8,Sourcing and procurement,8,,
Q20x10,Q20x10_9,Human resources,9,,
Q20x10,Q20x10_10,Payroll,10,,
Q20x10,Q20x10_11,IT infrastructure,11,,
Q20x10,Q20x10_12,Application development and maintenance,12,,
Q20x10,Q20x10_13,Environmental sustainability,13,,
Q20x11,Q20x11_1,Sales and marketing,1,,
Q20x11,Q20x11_2,Supply chain,2,,
Q20x11,Q20x11_3,Production,3,,
Q20x11,Q20x11_4,Aftermarket services,4,,
Q20x11,Q20x11_5,Compliance,5,,
Q20x11,Q20x11_6,Customer engagement,6,,
Q20x11,Q20x11_7,Corporate F&A,7,,
Q20x11,Q20x11_8,Sourcing and procurement,8,,
Q20x11,Q20x11_9,Human resources,9,,
Q20x11,Q20x11_10,Payroll,10,,
Q20x11,Q20x11_11,IT Infrastructure,11,,
Q20x11,Q20x11_12,Application development and maintenance,12,,
Q20x11,Q20x11_13,Environmental sustainability,13,,
Q20x1G,,Significant decrease,1,,
Q20x1G,,Moderate decrease,2,,
Q20x1G,,No change,3,,
Q20x1G,,Moderate increase,4,,
Q20x1G,,Significant increase,5,,
Q20x1G,,Don't know,6,,
Q20x2G,,Significant decrease,1,,
Q20x2G,,Moderate decrease,2,,
Q20x2G,,No change,3,,
Q20x2G,,Moderate increase,4,,
Q20x2G,,Significant increase,5,,
Q20x2G,,Don't know,6,,
Q20x3G,,Significant decrease,1,,
Q20x3G,,Moderate decrease,2,,
Q20x3G,,No change,3,,
Q20x3G,,Moderate increase,4,,
Q20x3G,,Significant increase,5,,
Q20x3G,,Don't know,6,,
Q20x4G,,Significant decrease,1,,
Q20x4G,,Moderate decrease,2,,
Q20x4G,,No change,3,,
Q20x4G,,Moderate increase,4,,
Q20x4G,,Significant increase,5,,
Q20x4G,,Don't know,6,,
Q20x5G,,Significant decrease,1,,
Q20x5G,,Moderate decrease,2,,
Q20x5G,,No change,3,,
Q20x5G,,Moderate increase,4,,
Q20x5G,,Significant increase,5,,
Q20x5G,,Don't know,6,,
Q20x6G,,Significant decrease,1,,
Q20x6G,,Moderate decrease,2,,
Q20x6G,,No change,3,,
Q20x6G,,Moderate increase,4,,
Q20x6G,,Significant increase,5,,
Q20x6G,,Don't know,6,,
Q20x7G,,Significant decrease,1,,
Q20x7G,,Moderate decrease,2,,
Q20x7G,,No change,3,,
Q20x7G,,Moderate increase,4,,
Q20x7G,,Significant increase,5,,
Q20x7G,,Don't know,6,,
Q20x8G,,Significant decrease,1,,
Q20x8G,,Moderate decrease,2,,
Q20x8G,,No change,3,,
Q20x8G,,Moderate increase,4,,
Q20x8G,,Significant increase,5,,
Q20x8G,,Don't know,6,,
Q20x9G,,Significant decrease,1,,
Q20x9G,,Moderate decrease,2,,
Q20x9G,,No change,3,,
Q20x9G,,Moderate increase,4,,
Q20x9G,,Significant increase,5,,
Q20x9G,,Don't know,6,,
Q20x10G,,Significant decrease,1,,
Q20x10G,,Moderate decrease,2,,
Q20x10G,,No change,3,,
Q20x10G,,Moderate increase,4,,
Q20x10G,,Significant increase,5,,
Q20x10G,,Don't know,6,,
Q20x11G,,Significant decrease,1,,
Q20x11G,,Moderate decrease,2,,
Q20x11G,,No change,3,,
Q20x11G,,Moderate increase,4,,
Q20x11G,,Significant increase,5,,
Q20x11G,,Don't know,6,,
Q26,,Developing a cloud strategy,1,Q26_1,
Q26,,Inefficient processes,2,Q26_2,
Q26,,Legacy systems ,3,Q26_3,
Q26,,Cost management,4,Q26_4,
Q26,,Identifying strategic technology partner,5,Q26_5,
Q26,,Avoiding vendor lock-in,6,Q26_6,
Q26,,Talent management,7,Q26_7,
Q26,,Compliance issues,8,Q26_8,
Q26,,Lack of executive sponsorship to drive change,9,Q26_9,
Q26,,Security issues,10,Q26_10,
